name,age,age_group,bodyweight,snatch_bw,candj_bw,squat_bw,deadlift_bw,snatch_to_cj,cj_to_squat,strength_score,snatch_level,weakness_flag,overall_rank,percentile_rank
Zachary Merriman,26.0,Senior,198.0,1.29,1.44,2.05,2.53,0.89,0.7,7.3,Elite,No Major Imbalance,1685,57
Kevin Manuel,28.0,Senior,198.0,1.28,1.56,2.01,2.45,0.82,0.78,7.3,Elite,No Major Imbalance,1685,57
Paul Begich,23.0,Senior,209.0,1.24,1.53,2.32,2.2,0.81,0.66,7.3,Advanced,Weak Clean & Jerk,1688,57
Brian Bowman,35.0,Masters I,220.0,1.3,1.52,2.05,2.43,0.85,0.74,7.3,Elite,No Major Imbalance,1689,57
Alex Wisner,28.0,Senior,207.0,1.26,1.52,2.13,2.39,0.83,0.72,7.29,Elite,No Major Imbalance,1690,57
Rocky Garcia,25.0,Senior,218.0,1.15,1.44,2.41,2.29,0.79,0.6,7.29,Advanced,Weak Clean & Jerk,1691,57
Thomas DeBaker,28.0,Senior,205.0,1.34,1.63,2.0,2.32,0.82,0.82,7.29,Elite,No Major Imbalance,1692,57
Tyler Wisecup,26.0,Senior,205.0,1.32,1.63,1.98,2.37,0.81,0.83,7.29,Elite,No Major Imbalance,1692,57
Drew Demarta,29.0,Senior,205.0,1.24,1.49,2.02,2.54,0.84,0.73,7.29,Advanced,No Major Imbalance,1692,57
Joseph Sansbury,29.0,Senior,205.0,1.2,1.54,2.2,2.37,0.78,0.7,7.29,Advanced,No Major Imbalance,1692,57
steven edwards,31.0,Senior,195.0,1.26,1.47,2.08,2.49,0.85,0.71,7.29,Elite,No Major Imbalance,1696,57
Angelo Lee,26.0,Senior,190.0,1.34,1.61,1.92,2.42,0.84,0.84,7.29,Elite,No Major Imbalance,1697,57
Geronimo Rodriguez,30.0,Senior,190.0,1.32,1.58,2.08,2.32,0.83,0.76,7.29,Elite,No Major Imbalance,1697,57
Donald Jackson,32.0,Senior,225.0,1.09,1.4,2.38,2.42,0.78,0.59,7.29,Advanced,Weak Clean & Jerk,1699,57
Kyle Frazier,29.0,Senior,199.0,1.23,1.58,2.14,2.34,0.78,0.74,7.29,Advanced,No Major Imbalance,1700,57
Jordan Roberts,24.0,Senior,210.0,1.29,1.55,2.07,2.38,0.83,0.75,7.29,Elite,No Major Imbalance,1701,57
Bryan Blackwell,25.0,Senior,210.0,1.21,1.6,1.88,2.6,0.76,0.85,7.29,Advanced,No Major Imbalance,1701,57
Brandon Phillips,32.0,Senior,215.0,1.35,1.51,1.98,2.44,0.89,0.76,7.28,Elite,No Major Imbalance,1703,57
Slayton Shiels,20.0,Senior,208.0,1.3,1.51,2.04,2.43,0.86,0.74,7.28,Elite,No Major Imbalance,1704,57
Joe O'Brien,23.0,Senior,208.0,1.18,1.56,2.16,2.38,0.75,0.72,7.28,Advanced,No Major Imbalance,1704,57
Austin Hamm,25.0,Senior,265.0,1.26,1.53,2.36,2.13,0.83,0.65,7.28,Elite,Weak Clean & Jerk,1706,57
Joshua Pedersen,29.0,Senior,195.0,1.41,1.62,2.08,2.18,0.87,0.78,7.28,Elite,No Major Imbalance,1707,57
Chris Poppa,27.0,Senior,195.0,1.28,1.54,2.03,2.44,0.83,0.76,7.28,Elite,No Major Imbalance,1707,57
Zach Anderson,30.0,Senior,195.0,1.23,1.54,2.1,2.41,0.8,0.73,7.28,Advanced,No Major Imbalance,1707,57
Paddy Boscoe,28.0,Senior,182.0,1.37,1.51,2.01,2.39,0.91,0.75,7.28,Elite,No Major Imbalance,1710,57
Mike Petruso,32.0,Senior,193.0,1.24,1.55,2.2,2.28,0.8,0.71,7.28,Advanced,No Major Imbalance,1711,58
Alex Cadmus,28.0,Senior,215.0,1.23,1.58,2.14,2.33,0.78,0.74,7.28,Advanced,No Major Imbalance,1712,58
James Breuer,28.0,Senior,215.0,1.23,1.63,2.09,2.33,0.76,0.78,7.28,Advanced,No Major Imbalance,1712,58
Robert Doll,20.0,Senior,215.0,1.16,1.51,2.16,2.44,0.77,0.7,7.28,Advanced,Weak Clean & Jerk,1712,58
Barry Mairs,28.0,Senior,191.0,1.33,1.5,1.96,2.48,0.89,0.77,7.28,Elite,No Major Imbalance,1715,58
Pierre-Luc Dubois,26.0,Senior,202.0,1.21,1.51,2.15,2.4,0.8,0.7,7.28,Advanced,No Major Imbalance,1716,58
Devon Latoa,26.0,Senior,188.0,1.29,1.59,2.05,2.35,0.82,0.77,7.28,Elite,No Major Imbalance,1717,58
Scott McClelland,34.0,Senior,200.0,1.23,1.55,1.95,2.55,0.79,0.79,7.28,Advanced,No Major Imbalance,1718,58
Bill Kerr,29.0,Senior,179.0,1.36,1.6,1.85,2.46,0.85,0.87,7.27,Elite,No Major Imbalance,1719,58
Tommy Snarr,25.0,Senior,209.0,1.22,1.6,1.99,2.46,0.76,0.81,7.27,Advanced,No Major Imbalance,1720,58
Richard Talamantez,34.0,Senior,220.0,1.11,1.25,2.5,2.41,0.89,0.5,7.27,Advanced,Weak Clean & Jerk,1720,58
Mike Rankin,25.0,Senior,192.0,1.38,1.58,1.95,2.35,0.87,0.81,7.27,Elite,No Major Imbalance,1722,58
Kelly Gilchrist,31.0,Senior,229.0,1.14,1.33,2.4,2.4,0.85,0.55,7.27,Advanced,Weak Clean & Jerk,1723,58
Kendall Kersey,27.0,Senior,207.0,1.18,1.52,2.1,2.46,0.78,0.72,7.27,Advanced,No Major Imbalance,1724,58
Daniel O'Hagan,29.0,Senior,207.0,1.16,1.47,2.2,2.44,0.79,0.67,7.27,Advanced,Weak Clean & Jerk,1724,58
Mathew Prendergast,31.0,Senior,185.0,1.32,1.51,2.19,2.24,0.88,0.69,7.27,Elite,Weak Clean & Jerk,1726,58
Andrew Billeci,27.0,Senior,190.0,1.33,1.62,2.18,2.13,0.82,0.74,7.27,Elite,No Major Imbalance,1727,58
Larry Gutierrez,25.0,Senior,205.0,1.29,1.59,2.22,2.17,0.82,0.71,7.27,Elite,No Major Imbalance,1728,58
Michael Staderman,22.0,Senior,205.0,1.2,1.54,2.32,2.22,0.78,0.66,7.27,Advanced,Weak Clean & Jerk,1728,58
Shiloh Love,33.0,Senior,205.0,1.2,1.59,2.07,2.41,0.75,0.76,7.27,Advanced,No Major Imbalance,1728,58
Andrew Coleman,25.0,Senior,194.0,1.31,1.47,1.98,2.5,0.89,0.74,7.27,Elite,No Major Imbalance,1731,58
Han Jaein,24.0,Senior,194.0,1.26,1.52,2.14,2.35,0.83,0.71,7.27,Elite,No Major Imbalance,1731,58
Dan Smith,39.0,Masters I,195.0,1.37,1.62,1.97,2.31,0.85,0.82,7.27,Elite,No Major Imbalance,1733,58
Jason Collett,36.0,Masters I,205.0,1.29,1.51,1.95,2.51,0.86,0.77,7.26,Elite,No Major Imbalance,1734,58
Corey Bigelow,24.0,Senior,205.0,1.19,1.56,2.1,2.42,0.76,0.74,7.26,Advanced,No Major Imbalance,1734,58
Peter Ferriello,30.0,Senior,190.0,1.29,1.53,2.21,2.24,0.84,0.69,7.26,Elite,Weak Clean & Jerk,1736,58
Bjarni Skulason,36.0,Masters I,198.0,1.25,1.51,2.06,2.45,0.83,0.73,7.26,Advanced,No Major Imbalance,1737,58
Chase Valdez,23.0,Senior,210.0,1.19,1.52,2.07,2.48,0.78,0.74,7.26,Advanced,No Major Imbalance,1738,58
Sir Keevin Hardiman,31.0,Senior,230.0,1.07,1.33,2.07,2.8,0.8,0.64,7.26,Advanced,Weak Clean & Jerk,1739,58
Michael Ingley,24.0,Senior,219.0,1.26,1.58,2.03,2.4,0.8,0.78,7.26,Elite,No Major Imbalance,1740,58
joey wuest,32.0,Senior,177.0,1.36,1.58,1.98,2.34,0.86,0.8,7.26,Elite,No Major Imbalance,1741,59
Zack Barnard,35.0,Masters I,208.0,1.18,1.42,2.33,2.33,0.83,0.61,7.26,Advanced,Weak Clean & Jerk,1742,59
Jason Vogt,33.0,Senior,175.0,1.4,1.6,1.91,2.34,0.88,0.84,7.26,Elite,No Major Imbalance,1743,59
Christer Idland,28.0,Senior,187.0,1.3,1.65,2.01,2.3,0.79,0.82,7.26,Elite,No Major Imbalance,1744,59
Paul Panchesine,29.0,Senior,215.0,1.19,1.51,2.12,2.44,0.78,0.71,7.26,Advanced,No Major Imbalance,1745,59
Andrew McKain,29.0,Senior,215.0,1.12,1.4,2.26,2.49,0.8,0.62,7.26,Advanced,Weak Clean & Jerk,1745,59
Joe Szymanek,33.0,Senior,184.0,1.44,1.74,1.66,2.42,0.83,1.05,7.26,Elite,No Major Imbalance,1747,59
Thomas McCrummen,31.0,Senior,204.0,1.25,1.54,2.13,2.33,0.81,0.72,7.25,Advanced,No Major Imbalance,1748,59
Jake Roberts,25.0,Senior,205.0,1.2,1.54,2.07,2.44,0.78,0.74,7.25,Advanced,No Major Imbalance,1749,59
Jared Ray,25.0,Senior,200.0,1.38,1.57,2.02,2.27,0.87,0.78,7.25,Elite,No Major Imbalance,1750,59
Kevin Wunder,31.0,Senior,220.0,1.23,1.43,2.09,2.5,0.86,0.68,7.25,Advanced,Weak Clean & Jerk,1750,59
Jeff Larsh,30.0,Senior,200.0,1.32,1.57,1.98,2.38,0.84,0.8,7.25,Elite,No Major Imbalance,1750,59
Kyle Hunt,31.0,Senior,240.0,1.08,1.38,2.29,2.5,0.79,0.6,7.25,Advanced,Weak Clean & Jerk,1750,59
Trey Windham,29.0,Senior,200.0,1.3,1.55,1.98,2.42,0.84,0.78,7.25,Elite,No Major Imbalance,1750,59
Rob Peruzzotti,28.0,Senior,200.0,1.23,1.43,2.02,2.58,0.86,0.7,7.25,Advanced,No Major Imbalance,1750,59
Dallas Walden,30.0,Senior,200.0,1.23,1.52,2.08,2.42,0.8,0.73,7.25,Advanced,No Major Imbalance,1750,59
Jesse Mascoe,25.0,Senior,200.0,1.23,1.48,1.98,2.58,0.83,0.75,7.25,Advanced,No Major Imbalance,1750,59
Barry Hollingsworth,28.0,Senior,220.0,1.11,1.34,2.34,2.45,0.83,0.57,7.25,Advanced,Weak Clean & Jerk,1750,59
Chad Hall,27.0,Senior,200.0,1.23,1.5,1.93,2.6,0.82,0.78,7.25,Advanced,No Major Imbalance,1750,59
Matt Hathcock,29.0,Senior,200.0,1.23,1.57,1.98,2.48,0.78,0.8,7.25,Advanced,No Major Imbalance,1750,59
Jamie Martin,24.0,Senior,213.0,1.24,1.45,1.97,2.59,0.86,0.74,7.25,Advanced,No Major Imbalance,1761,59
John Hansen,26.0,Senior,209.0,1.2,1.56,2.08,2.42,0.77,0.75,7.25,Advanced,No Major Imbalance,1762,59
Ben Norland,30.0,Senior,189.0,1.27,1.59,2.04,2.35,0.8,0.78,7.25,Elite,No Major Imbalance,1763,59
Johnny Medina III,20.0,Senior,169.0,1.54,0.0,2.6,3.11,,0.0,7.25,Elite,Weak Clean & Jerk,1764,59
John Luckett,23.0,Senior,205.0,1.27,1.63,2.1,2.24,0.78,0.78,7.24,Elite,No Major Imbalance,1765,59
Adrian Florido,26.0,Senior,205.0,1.27,1.54,1.98,2.46,0.83,0.78,7.24,Elite,No Major Imbalance,1765,59
Dario Socarras,32.0,Senior,205.0,1.24,1.46,2.1,2.44,0.85,0.7,7.24,Advanced,Weak Clean & Jerk,1765,59
Joshua Cook,35.0,Masters I,205.0,1.17,1.56,2.24,2.27,0.75,0.7,7.24,Advanced,Weak Clean & Jerk,1765,59
Danny Poe,21.0,Senior,185.0,1.32,1.65,1.97,2.3,0.8,0.84,7.24,Elite,No Major Imbalance,1769,59
Luis Gallardo,30.0,Senior,185.0,1.32,1.59,2.03,2.3,0.83,0.79,7.24,Elite,No Major Imbalance,1769,59
Kevin Barraez,22.0,Senior,198.0,1.23,1.56,2.23,2.23,0.79,0.7,7.24,Advanced,No Major Imbalance,1771,60
Joseph Arias,25.0,Senior,230.0,1.28,1.5,2.07,2.39,0.86,0.73,7.24,Elite,No Major Imbalance,1772,60
Michael Hanna,25.0,Senior,230.0,1.11,1.46,2.2,2.48,0.76,0.66,7.24,Advanced,Weak Clean & Jerk,1772,60
Dustin Shaffer,33.0,Senior,235.0,1.18,1.5,2.13,2.43,0.79,0.7,7.24,Advanced,No Major Imbalance,1774,60
Kenneth Lyman,24.0,Senior,210.0,1.26,1.45,2.02,2.5,0.87,0.72,7.24,Elite,No Major Imbalance,1775,60
Luke Pickerd,23.0,Senior,185.0,1.34,1.57,1.91,2.42,0.85,0.82,7.24,Elite,No Major Imbalance,1776,60
Dex Hopkins,26.0,Senior,219.0,1.21,1.55,2.12,2.35,0.78,0.73,7.24,Advanced,No Major Imbalance,1777,60
John Joseph,21.0,Senior,190.0,1.32,1.5,1.92,2.5,0.88,0.78,7.24,Elite,No Major Imbalance,1778,60
Mike Hoge,34.0,Senior,190.0,1.29,1.61,2.05,2.29,0.8,0.78,7.24,Elite,No Major Imbalance,1778,60
Nick Repas,27.0,Senior,190.0,1.26,1.45,2.03,2.5,0.87,0.71,7.24,Elite,No Major Imbalance,1778,60
Jacob Leivent,32.0,Senior,230.0,1.34,1.66,2.07,2.17,0.81,0.8,7.23,Elite,No Major Imbalance,1781,60
Dan Bakken,26.0,Senior,197.0,1.27,1.55,2.06,2.36,0.82,0.75,7.23,Elite,No Major Imbalance,1782,60
Aaron Greenburg,32.0,Senior,197.0,1.24,1.45,2.13,2.41,0.86,0.68,7.23,Advanced,Weak Clean & Jerk,1782,60
Timothy Heckman,27.0,Senior,215.0,1.14,1.56,1.98,2.56,0.73,0.79,7.23,Advanced,No Major Imbalance,1784,60
Talon Shrubshall,18.0,Senior,185.0,1.37,1.59,1.97,2.3,0.86,0.81,7.23,Elite,No Major Imbalance,1785,60
Zach Crampton,21.0,Senior,195.0,1.26,1.56,1.97,2.44,0.8,0.79,7.23,Elite,No Major Imbalance,1786,60
Trevor Scelso,27.0,Senior,195.0,1.26,1.62,2.13,2.23,0.78,0.76,7.23,Elite,No Major Imbalance,1786,60
Andrew Schizas,26.0,Senior,195.0,1.26,1.54,1.87,2.56,0.82,0.82,7.23,Elite,No Major Imbalance,1786,60
Zach Anderson,30.0,Senior,195.0,1.23,1.51,2.05,2.44,0.81,0.74,7.23,Advanced,No Major Imbalance,1786,60
Charlie Villumsen,26.0,Senior,205.0,1.2,1.51,2.04,2.48,0.79,0.74,7.23,Advanced,No Major Imbalance,1790,60
Kevin Stenn,26.0,Senior,240.0,1.19,1.44,2.08,2.52,0.83,0.69,7.23,Advanced,Weak Clean & Jerk,1791,60
Kyle Cook,28.0,Senior,193.0,1.27,1.53,2.12,2.31,0.83,0.72,7.23,Elite,No Major Imbalance,1792,60
Brian Fink,28.0,Senior,202.0,1.21,1.56,2.05,2.4,0.78,0.76,7.23,Advanced,No Major Imbalance,1793,60
Alex Howard,26.0,Senior,190.0,1.32,1.61,2.11,2.2,0.82,0.76,7.23,Elite,No Major Imbalance,1794,60
Amador Arteaga,20.0,Senior,200.0,1.27,1.5,2.08,2.38,0.85,0.72,7.22,Elite,No Major Imbalance,1795,60
Patrick Grout,31.0,Senior,200.0,1.25,1.52,1.98,2.48,0.82,0.77,7.22,Advanced,No Major Imbalance,1795,60
Sergio Fernandez,25.0,Senior,200.0,1.25,1.48,2.13,2.38,0.85,0.69,7.22,Advanced,Weak Clean & Jerk,1795,60
Austin Cooper,27.0,Senior,200.0,1.23,1.52,2.0,2.48,0.8,0.76,7.22,Advanced,No Major Imbalance,1795,60
Kalan Quash,24.0,Senior,200.0,1.23,1.5,2.08,2.42,0.82,0.72,7.22,Advanced,No Major Imbalance,1795,60
Colby Oller,30.0,Senior,200.0,1.23,1.48,2.05,2.48,0.83,0.72,7.22,Advanced,No Major Imbalance,1795,60
Dwight Upshaw,30.0,Senior,200.0,1.2,1.38,1.93,2.73,0.87,0.71,7.22,Advanced,No Major Imbalance,1795,61
Jacob Howenstein,23.0,Senior,218.0,1.22,1.49,2.0,2.52,0.82,0.75,7.22,Advanced,No Major Imbalance,1802,61
mac van diest,27.0,Senior,218.0,1.15,1.44,2.04,2.59,0.79,0.71,7.22,Advanced,No Major Imbalance,1802,61
Sean Tully,29.0,Senior,220.0,1.14,1.39,2.27,2.42,0.82,0.61,7.22,Advanced,Weak Clean & Jerk,1804,61
Mathew Katz,28.0,Senior,225.0,1.07,1.36,2.33,2.47,0.79,0.58,7.22,Advanced,Weak Clean & Jerk,1805,61
Matt Knuppel,26.0,Senior,203.0,1.2,1.55,2.03,2.44,0.77,0.76,7.22,Advanced,No Major Imbalance,1806,61
Dan Biltz,27.0,Senior,205.0,1.29,1.54,1.95,2.44,0.84,0.79,7.22,Elite,No Major Imbalance,1807,61
Christopher Haynes,26.0,Senior,205.0,1.27,1.46,2.05,2.44,0.87,0.71,7.22,Elite,No Major Imbalance,1807,61
William Valdes,27.0,Senior,205.0,1.2,1.54,1.95,2.54,0.78,0.79,7.22,Advanced,No Major Imbalance,1807,61
Joseph Dieguez,28.0,Senior,187.0,1.28,1.55,1.95,2.43,0.83,0.79,7.22,Elite,No Major Imbalance,1810,61
Justin Givens,23.0,Senior,206.0,1.21,1.43,2.27,2.31,0.85,0.63,7.22,Advanced,Weak Clean & Jerk,1811,61
Jesse Terrell,33.0,Senior,203.0,1.21,1.48,2.04,2.49,0.82,0.72,7.22,Advanced,No Major Imbalance,1812,61
Nick Rees,25.0,Senior,210.0,1.19,1.52,2.0,2.5,0.78,0.76,7.21,Advanced,No Major Imbalance,1813,61
Bill Graham,33.0,Senior,210.0,1.14,1.43,2.02,2.62,0.8,0.71,7.21,Advanced,No Major Imbalance,1813,61
DeMarko Snow,27.0,Senior,226.0,1.17,1.55,1.99,2.5,0.76,0.78,7.21,Advanced,No Major Imbalance,1815,61
zev pechenick,34.0,Senior,184.0,1.3,1.56,2.01,2.34,0.84,0.78,7.21,Elite,No Major Imbalance,1816,61
Matthew Shimon,29.0,Senior,208.0,1.23,1.54,2.12,2.33,0.8,0.73,7.21,Advanced,No Major Imbalance,1817,61
Cody Sandlin,24.0,Senior,190.0,1.29,1.53,2.13,2.26,0.84,0.72,7.21,Elite,No Major Imbalance,1818,61
Róbert Szűcs,22.0,Senior,205.0,1.29,1.67,1.88,2.37,0.77,0.89,7.21,Elite,No Major Imbalance,1819,61
Kasper Hansen,32.0,Senior,205.0,1.19,1.51,2.04,2.47,0.79,0.74,7.21,Advanced,No Major Imbalance,1819,61
Andy Miller,27.0,Senior,215.0,1.26,1.61,2.0,2.34,0.78,0.81,7.21,Elite,No Major Imbalance,1821,61
Matthew Sherburne,27.0,Senior,213.0,1.24,1.46,2.04,2.46,0.85,0.71,7.21,Advanced,No Major Imbalance,1822,61
Ted Dreaver,39.0,Masters I,195.0,1.28,1.56,1.97,2.38,0.82,0.79,7.21,Elite,No Major Imbalance,1823,61
Jake Carrion,29.0,Senior,195.0,1.28,1.41,2.18,2.33,0.91,0.65,7.21,Elite,Weak Clean & Jerk,1823,61
Anthony Lehn,25.0,Senior,195.0,1.23,1.41,2.08,2.49,0.87,0.68,7.21,Advanced,Weak Clean & Jerk,1823,61
Brett Pressley,22.0,Senior,220.0,1.16,1.52,2.05,2.48,0.76,0.74,7.2,Advanced,No Major Imbalance,1826,61
Jeb Brannen,26.0,Senior,193.0,1.32,1.48,2.2,2.2,0.89,0.67,7.2,Elite,Weak Clean & Jerk,1827,61
Bryan McDowell,34.0,Senior,193.0,1.27,1.63,1.94,2.36,0.78,0.84,7.2,Elite,No Major Imbalance,1827,61
Grant Piros,27.0,Senior,218.0,1.19,1.49,2.0,2.52,0.8,0.75,7.2,Advanced,No Major Imbalance,1829,61
Tyler Friedl,24.0,Senior,218.0,1.17,1.54,2.06,2.43,0.76,0.74,7.2,Advanced,No Major Imbalance,1829,61
Jesper Weng,26.0,Senior,199.0,1.23,1.57,1.88,2.51,0.78,0.83,7.2,Advanced,No Major Imbalance,1831,62
Tyler Adamson,26.0,Senior,220.0,1.25,1.45,2.1,2.4,0.86,0.69,7.2,Advanced,Weak Clean & Jerk,1832,62
Blake Hughes,27.0,Senior,200.0,1.32,1.57,2.05,2.25,0.84,0.77,7.2,Elite,No Major Imbalance,1832,62
Jon Schmidt,27.0,Senior,230.0,1.15,1.44,2.15,2.46,0.8,0.67,7.2,Advanced,Weak Clean & Jerk,1832,62
Eddy Gifford,34.0,Senior,200.0,1.25,1.5,1.95,2.5,0.83,0.77,7.2,Advanced,No Major Imbalance,1832,62
Roman Vasilevskiy,28.0,Senior,216.0,1.13,1.48,2.14,2.45,0.76,0.69,7.2,Advanced,Weak Clean & Jerk,1836,62
Kiel Holman,32.0,Senior,206.0,1.17,1.39,2.09,2.55,0.85,0.67,7.2,Advanced,Weak Clean & Jerk,1837,62
Kurt Baker,25.0,Senior,208.0,1.32,1.46,1.97,2.44,0.9,0.74,7.2,Elite,No Major Imbalance,1838,62
Doug Pearson,33.0,Senior,198.0,1.34,1.59,2.02,2.25,0.84,0.79,7.2,Elite,No Major Imbalance,1839,62
jeremy zick,32.0,Senior,230.0,1.15,1.46,1.98,2.61,0.79,0.74,7.2,Advanced,No Major Imbalance,1840,62
Jason Olejniczak,28.0,Senior,215.0,1.13,1.33,2.26,2.49,0.85,0.59,7.2,Advanced,Weak Clean & Jerk,1841,62
Shawn Fox,39.0,Masters I,215.0,1.13,1.37,2.02,2.67,0.82,0.68,7.2,Advanced,Weak Clean & Jerk,1841,62
Kurtis Magallanez,21.0,Senior,205.0,1.37,1.51,1.95,2.37,0.9,0.78,7.2,Elite,No Major Imbalance,1843,62
Jeremiah Dye,21.0,Senior,205.0,1.24,1.51,2.0,2.44,0.82,0.76,7.2,Advanced,No Major Imbalance,1843,62
Maguid Nicholas,26.0,Senior,205.0,1.24,1.46,2.02,2.46,0.85,0.72,7.2,Advanced,No Major Imbalance,1843,62
Jeremy Mhire,34.0,Senior,205.0,1.22,1.49,1.83,2.66,0.82,0.81,7.2,Advanced,No Major Imbalance,1843,62
Corey Matson,30.0,Senior,205.0,1.2,1.51,2.17,2.32,0.79,0.7,7.2,Advanced,Weak Clean & Jerk,1843,62
Mike Wild,31.0,Senior,235.0,1.04,1.43,2.02,2.7,0.73,0.71,7.19,Advanced,No Major Imbalance,1848,62
matthew Rossen,27.0,Senior,194.0,1.26,1.42,2.06,2.45,0.89,0.69,7.19,Elite,Weak Clean & Jerk,1849,62
RIchard Peckfelder,22.0,Senior,210.0,1.21,1.5,2.1,2.38,0.81,0.72,7.19,Advanced,No Major Imbalance,1850,62
Tarik Assagai,33.0,Senior,210.0,1.17,1.4,2.02,2.6,0.83,0.69,7.19,Advanced,Weak Clean & Jerk,1850,62
Zach Morrison,29.0,Senior,210.0,1.17,1.48,2.26,2.29,0.79,0.65,7.19,Advanced,Weak Clean & Jerk,1850,62
Hunter Waldman,24.0,Senior,210.0,1.14,1.5,1.98,2.57,0.76,0.76,7.19,Advanced,No Major Imbalance,1850,62
Rasmus Zarubin,22.0,Senior,227.0,1.12,1.51,2.14,2.43,0.74,0.71,7.19,Advanced,No Major Imbalance,1854,62
Nick Love,24.0,Senior,208.0,1.2,1.47,2.04,2.48,0.82,0.72,7.19,Advanced,No Major Imbalance,1855,62
chris garcia,25.0,Senior,183.0,1.34,1.58,2.02,2.24,0.84,0.78,7.19,Elite,No Major Imbalance,1856,62
CJ Leadingham,21.0,Senior,197.0,1.24,1.45,1.95,2.54,0.86,0.74,7.18,Advanced,No Major Imbalance,1857,62
Taape Pita,20.0,Senior,192.0,1.32,1.55,2.07,2.24,0.85,0.75,7.18,Elite,No Major Imbalance,1858,62
Michael Morale,23.0,Senior,220.0,1.2,1.45,2.05,2.48,0.83,0.71,7.18,Advanced,No Major Imbalance,1859,62
Nathan Graves,27.0,Senior,227.0,1.12,1.39,2.31,2.36,0.81,0.6,7.18,Advanced,Weak Clean & Jerk,1860,62
Robert Gerdes,31.0,Senior,216.0,1.22,1.5,2.24,2.21,0.81,0.67,7.18,Advanced,Weak Clean & Jerk,1861,63
Aljaz Sevcnikar,28.0,Senior,189.0,1.29,1.58,1.98,2.33,0.82,0.79,7.18,Elite,No Major Imbalance,1862,63
James Sweeney,31.0,Senior,195.0,1.26,1.49,2.05,2.38,0.84,0.72,7.18,Elite,No Major Imbalance,1863,63
Alex McRobie,20.0,Senior,209.0,1.22,1.53,1.9,2.53,0.79,0.81,7.18,Advanced,No Major Imbalance,1864,63
Tom Sroka,28.0,Senior,285.0,1.12,1.4,2.11,2.54,0.8,0.67,7.18,Advanced,Weak Clean & Jerk,1865,63
Chuck Carswell,45.0,Masters I,200.0,1.35,1.57,1.82,2.42,0.86,0.86,7.17,Elite,No Major Imbalance,1866,63
Nicholas Wall,30.0,Senior,200.0,1.25,1.57,1.93,2.42,0.79,0.82,7.17,Advanced,No Major Imbalance,1866,63
Jeremy Mhire,34.0,Senior,205.0,1.22,1.46,1.83,2.66,0.83,0.8,7.17,Advanced,No Major Imbalance,1868,63
Bobby Louissaint,40.0,Masters I,205.0,1.2,1.54,2.0,2.44,0.78,0.77,7.17,Advanced,No Major Imbalance,1868,63
Kevin Gamble II,23.0,Senior,205.0,1.2,1.46,2.07,2.44,0.82,0.71,7.17,Advanced,No Major Imbalance,1868,63
Anthony Campo,33.0,Senior,205.0,1.2,1.49,2.05,2.44,0.8,0.73,7.17,Advanced,No Major Imbalance,1868,63
Shaun Marshall,32.0,Senior,205.0,1.2,1.46,2.2,2.32,0.82,0.67,7.17,Advanced,Weak Clean & Jerk,1868,63
Tim Wheeler,30.0,Senior,205.0,1.2,1.46,2.0,2.51,0.82,0.73,7.17,Advanced,No Major Imbalance,1868,63
Brad Weiss,27.0,Senior,219.0,1.21,1.48,2.12,2.35,0.82,0.7,7.17,Advanced,Weak Clean & Jerk,1874,63
Aaron Harrell,29.0,Senior,220.0,1.2,1.45,2.05,2.45,0.83,0.71,7.17,Advanced,No Major Imbalance,1875,63
Leon Manders,30.0,Senior,220.0,1.1,1.45,2.2,2.4,0.76,0.66,7.17,Advanced,Weak Clean & Jerk,1875,63
Charlie Zamora,27.0,Senior,240.0,1.29,1.56,2.0,2.31,0.83,0.78,7.17,Elite,No Major Imbalance,1877,63
Brandon Gilmore,31.0,Senior,210.0,1.31,1.5,1.93,2.43,0.87,0.78,7.17,Elite,No Major Imbalance,1877,63
Ryan Bateman,25.0,Senior,180.0,1.36,1.47,2.03,2.31,0.92,0.73,7.17,Elite,No Major Imbalance,1877,63
Kris Corrie,22.0,Senior,194.0,1.25,1.48,2.16,2.27,0.85,0.68,7.16,Elite,Weak Clean & Jerk,1880,63
Nathan Forsythe,26.0,Senior,183.0,1.34,1.58,1.91,2.33,0.84,0.83,7.16,Elite,No Major Imbalance,1881,63
Joey Altobelli,30.0,Senior,215.0,1.33,1.51,1.93,2.4,0.88,0.78,7.16,Elite,No Major Imbalance,1882,63
Bryan Miller,24.0,Senior,215.0,1.28,1.56,2.0,2.33,0.82,0.78,7.16,Elite,No Major Imbalance,1882,63
Lucas Wolfe,22.0,Senior,215.0,1.28,1.56,1.93,2.4,0.82,0.81,7.16,Elite,No Major Imbalance,1882,63
Danny Embick,32.0,Senior,215.0,1.23,1.47,2.14,2.33,0.84,0.68,7.16,Advanced,Weak Clean & Jerk,1882,63
Michael LaCasse,25.0,Senior,215.0,1.16,1.49,2.33,2.19,0.78,0.64,7.16,Advanced,Weak Clean & Jerk,1882,63
David Kukich,31.0,Senior,215.0,1.14,1.23,2.16,2.63,0.92,0.57,7.16,Advanced,Weak Clean & Jerk,1882,63
marcus moreno,26.0,Senior,185.0,1.32,1.57,2.08,2.19,0.84,0.75,7.16,Elite,No Major Imbalance,1888,63
George Kasper,24.0,Senior,199.0,1.21,1.43,2.01,2.51,0.84,0.71,7.16,Advanced,No Major Imbalance,1889,63
